Id,Full name,Age,Gender,Device type,Ad position,Browsing history,Time of day,Click
4777,User7675,43,Female,Tablet,Side,Entertainment,Morning,0
4776,User7674,27,Female,Tablet,Bottom,Social Media,Afternoon,0
4775,User7670,30,Female,Tablet,Bottom,News,Afternoon,0
4773,User7661,59,Male,Desktop,Top,Entertainment,Afternoon,0
4772,User7659,63,Male,Desktop,Top,Entertainment,Afternoon,0
4768,User7655,38,Male,Tablet,Side,Entertainment,Evening,0
4763,User7652,48,Male,Mobile,Bottom,Education,Night,0
4762,User7647,24,Male,Mobile,Side,Shopping,Morning,0
4758,User7646,56,Male,Mobile,Bottom,Shopping,Evening,0
4756,User7619,56,Non-Binary,Mobile,Bottom,Education,Evening,1
4756,User7620,59,Non-Binary,Mobile,Bottom,Education,Evening,1
4756,User7622,59,Non-Binary,Mobile,Bottom,Education,Evening,1
4756,User7629,59,Non-Binary,Mobile,Bottom,Education,Evening,1
4756,User7630,59,Non-Binary,Mobile,Bottom,Education,Evening,1
4756,User7631,59,Non-Binary,Mobile,Bottom,Education,Evening,1
4756,User7632,59,Non-Binary,Mobile,Bottom,Education,Evening,1
4756,User7637,59,Non-Binary,Mobile,Bottom,Education,Evening,1
4756,User764,59,Non-Binary,Mobile,Bottom,Education,Evening,1
4754,User7618,41,Non-Binary,Tablet,Top,Education,Evening,0
4753,User7615,41,Female,Tablet,Top,Education,Night,0
4750,User7612,41,Male,Tablet,Bottom,Education,Morning,0
4747,User7609,57,Male,Mobile,Bottom,Social Media,Morning,0
4742,User7600,31,Male,Desktop,Bottom,Social Media,Night,1
4742,User7601,31,Male,Desktop,Bottom,Social Media,Night,1
4742,User7602,31,Male,Desktop,Bottom,Social Media,Night,1
4742,User7605,31,Male,Desktop,Bottom,Social Media,Night,1
4740,User760,47,Male,Tablet,Bottom,Social Media,Night,0
4738,User7593,47,Female,Mobile,Side,Social Media,Afternoon,0
4736,User7592,47,Female,Mobile,Bottom,Social Media,Morning,0
4735,User7591,59,Female,Mobile,Bottom,Social Media,Morning,0
4734,User7590,63,Female,Mobile,Bottom,Social Media,Morning,0
4732,User7588,37,Female,Tablet,Bottom,Social Media,Evening,0
4726,User7583,29,Non-Binary,Tablet,Top,Entertainment,Evening,0
4725,User7582,29,Female,Mobile,Top,Entertainment,Morning,0
4722,User7581,29,Female,Mobile,Bottom,Shopping,Evening,0
4721,User7580,61,Non-Binary,Desktop,Side,Shopping,Morning,0
4719,User7570,50,Non-Binary,Desktop,Top,Shopping,Morning,0
4717,User756,59,Non-Binary,Tablet,Top,Entertainment,Night,0
4714,User7558,61,Non-Binary,Mobile,Top,Social Media,Morning,0
4711,User7547,61,Non-Binary,Mobile,Top,Social Media,Night,0
4709,User7544,61,Non-Binary,Mobile,Side,News,Night,0
4707,User7533,61,Non-Binary,Desktop,Top,News,Evening,1
4707,User7534,61,Non-Binary,Desktop,Top,News,Evening,1
4707,User7537,21,Non-Binary,Desktop,Top,News,Evening,1
4707,User7538,21,Non-Binary,Desktop,Top,News,Evening,1
4707,User7541,21,Non-Binary,Desktop,Top,News,Evening,1
4707,User7542,21,Non-Binary,Desktop,Top,News,Evening,1
4706,User7532,42,Non-Binary,Desktop,Bottom,News,Evening,0
4704,User7530,42,Female,Desktop,Bottom,Shopping,Evening,0
4702,User7529,42,Female,Tablet,Bottom,News,Afternoon,0
4701,User7527,34,Female,Tablet,Top,Shopping,Afternoon,0
4698,User7525,40,Female,Tablet,Side,Shopping,Night,0
4697,User7506,40,Female,Mobile,Side,Entertainment,Afternoon,1
4697,User7507,40,Female,Mobile,Side,Entertainment,Afternoon,1
4697,User7508,40,Female,Mobile,Side,Entertainment,Afternoon,1
4697,User7511,40,Female,Mobile,Side,Entertainment,Afternoon,1
4697,User7512,40,Female,Mobile,Side,Entertainment,Afternoon,1
4697,User7515,40,Female,Mobile,Side,Entertainment,Afternoon,1
4697,User7516,40,Female,Mobile,Side,Entertainment,Afternoon,1
4697,User7518,40,Female,Mobile,Side,Entertainment,Afternoon,1
4696,User7505,55,Non-Binary,Tablet,Top,Entertainment,Night,0
4694,User7504,29,Female,Mobile,Top,Entertainment,Afternoon,0
4691,User7503,49,Female,Tablet,Top,Entertainment,Evening,0
4690,User7502,49,Female,Desktop,Side,Social Media,Morning,0
4685,User750,58,Female,Tablet,Bottom,Social Media,Night,0
4684,User7498,43,Female,Tablet,Top,Social Media,Night,0
4683,User7491,50,Non-Binary,Desktop,Top,Social Media,Night,0
4681,User7490,41,Non-Binary,Desktop,Top,Education,Night,0
4679,User7485,30,Non-Binary,Desktop,Top,Entertainment,Afternoon,0
4678,User7484,30,Female,Tablet,Top,Entertainment,Afternoon,0
4677,User7480,41,Female,Mobile,Side,Education,Night,0
4676,User748,21,Non-Binary,Mobile,Side,Education,Night,0
4675,User7479,21,Female,Tablet,Top,Education,Night,0
4673,User7476,33,Female,Mobile,Top,News,Evening,0
4672,User7475,33,Male,Desktop,Bottom,Education,Afternoon,0
4663,User7471,50,Male,Tablet,Bottom,Entertainment,Morning,0
4661,User7470,50,Non-Binary,Mobile,Bottom,Entertainment,Night,0
4650,User7468,50,Female,Mobile,Top,Entertainment,Night,0
4646,User7466,50,Female,Tablet,Side,Entertainment,Night,0
4643,User7465,50,Female,Desktop,Top,Entertainment,Night,0
4642,User7464,46,Non-Binary,Mobile,Top,Entertainment,Evening,0
4640,User7457,26,Non-Binary,Desktop,Top,Shopping,Afternoon,0
4639,User7455,32,Female,Mobile,Side,Education,Night,0
4638,User7453,24,Female,Tablet,Side,Education,Night,0
4634,User7450,24,Non-Binary,Desktop,Side,Shopping,Afternoon,0
4631,User745,39,Male,Mobile,Side,Entertainment,Night,0
4630,User7449,19,Non-Binary,Tablet,Side,Shopping,Evening,0
4627,User7448,48,Male,Tablet,Side,Education,Evening,0
4625,User7445,33,Non-Binary,Mobile,Top,News,Morning,0
4621,User7420,20,Non-Binary,Desktop,Top,News,Morning,1
4621,User7422,20,Non-Binary,Desktop,Top,News,Morning,1
4621,User7423,20,Non-Binary,Desktop,Top,News,Afternoon,1
4621,User7425,20,Non-Binary,Desktop,Top,News,Afternoon,1
4621,User7426,20,Non-Binary,Desktop,Top,News,Afternoon,1
4621,User7431,20,Non-Binary,Desktop,Top,News,Afternoon,1
4621,User7438,20,Non-Binary,Desktop,Top,News,Afternoon,1
4621,User7440,20,Non-Binary,Desktop,Top,News,Afternoon,1
4620,User739,43,Non-Binary,Mobile,Side,News,Night,1
4620,User7390,43,Non-Binary,Mobile,Side,Entertainment,Night,1
4620,User7398,43,Non-Binary,Mobile,Side,Entertainment,Night,1
4620,User740,43,Non-Binary,Mobile,Side,Entertainment,Night,1
4620,User7409,43,Non-Binary,Mobile,Side,Entertainment,Night,1
4620,User741,43,Non-Binary,Mobile,Side,Entertainment,Night,1
4620,User7415,43,Non-Binary,Mobile,Side,Entertainment,Night,1
4620,User742,43,Non-Binary,Mobile,Side,Entertainment,Night,1
4619,User7376,43,Female,Tablet,Top,Shopping,Afternoon,0
4616,User7375,43,Female,Tablet,Side,Shopping,Evening,0
4611,User7374,20,Female,Tablet,Side,Social Media,Night,0
4610,User737,20,Female,Tablet,Side,Social Media,Night,0
4607,User7367,49,Female,Tablet,Side,Social Media,Night,0
4605,User7366,49,Non-Binary,Desktop,Side,News,Evening,0
4593,User7363,54,Male,Desktop,Side,News,Evening,0
4592,User7362,54,Male,Desktop,Side,News,Night,0
4587,User7361,54,Male,Tablet,Top,News,Night,0
4585,User7356,57,Male,Mobile,Bottom,Education,Afternoon,0
4581,User7355,51,Male,Mobile,Top,Education,Afternoon,0
4578,User7353,53,Male,Tablet,Top,Shopping,Night,0
4568,User735,27,Non-Binary,Tablet,Top,Education,Morning,0
4562,User7349,45,Non-Binary,Tablet,Bottom,Social Media,Morning,0
4561,User7348,45,Female,Tablet,Bottom,Social Media,Morning,0
4560,User7346,26,Female,Desktop,Side,Shopping,Night,0
4559,User7345,30,Female,Desktop,Bottom,News,Night,0
4558,User7342,31,Non-Binary,Tablet,Bottom,News,Morning,0
4556,User7340,29,Male,Mobile,Side,Entertainment,Afternoon,0
4553,User7336,27,Male,Mobile,Top,Entertainment,Morning,0
4552,User7335,27,Non-Binary,Mobile,Bottom,Entertainment,Morning,0
4548,User7322,27,Male,Desktop,Side,Entertainment,Evening,1
4548,User7323,27,Male,Desktop,Side,Entertainment,Evening,1
4548,User7324,27,Male,Desktop,Side,Entertainment,Evening,1
4548,User7330,27,Male,Desktop,Side,Entertainment,Evening,1
4548,User7333,27,Male,Desktop,Side,Entertainment,Evening,1
4543,User7321,23,Non-Binary,Desktop,Top,Entertainment,Morning,0
4541,User732,48,Male,Desktop,Top,Entertainment,Afternoon,0
4539,User7289,54,Male,Mobile,Bottom,Entertainment,Afternoon,1
4539,User7291,54,Male,Mobile,Bottom,Entertainment,Night,1
4539,User7292,54,Male,Mobile,Bottom,Entertainment,Night,1
4539,User7294,54,Male,Mobile,Bottom,Entertainment,Night,1
4539,User7297,54,Male,Mobile,Bottom,Entertainment,Night,1
4539,User7298,54,Male,Mobile,Bottom,Entertainment,Night,1
4539,User73,54,Male,Mobile,Bottom,Entertainment,Night,1
4539,User7304,54,Male,Mobile,Bottom,Entertainment,Night,1
4539,User7306,54,Male,Mobile,Bottom,Entertainment,Night,1
4539,User7313,54,Male,Mobile,Bottom,Entertainment,Night,1
4539,User7318,54,Male,Mobile,Bottom,Entertainment,Night,1
4537,User7286,61,Male,Desktop,Bottom,Entertainment,Morning,0
4536,User7281,61,Male,Desktop,Side,Entertainment,Morning,0
4534,User728,51,Male,Desktop,Side,Entertainment,Night,0
4530,User7278,32,Male,Desktop,Side,Entertainment,Night,0
4529,User7270,55,Female,Tablet,Side,News,Afternoon,0
4527,User7268,52,Male,Mobile,Side,Education,Morning,0
4525,User7266,52,Male,Mobile,Top,Entertainment,Morning,0
4520,User7254,52,Male,Tablet,Bottom,News,Morning,0
4518,User7249,52,Female,Tablet,Bottom,Social Media,Night,0
4517,User7248,35,Female,Desktop,Side,Shopping,Evening,0
4510,User7246,46,Female,Desktop,Side,Shopping,Afternoon,0
4509,User7235,46,Female,Desktop,Bottom,Education,Afternoon,1
4509,User7241,29,Female,Desktop,Bottom,Education,Afternoon,1
4509,User7245,29,Female,Desktop,Bottom,Education,Afternoon,1
4508,User7232,41,Female,Mobile,Top,Social Media,Morning,0
4507,User7231,42,Female,Mobile,Bottom,Social Media,Morning,0
4505,User7229,42,Male,Tablet,Top,Social Media,Afternoon,0
4504,User7228,42,Male,Mobile,Top,Social Media,Evening,0
4503,User7224,52,Female,Desktop,Side,Education,Morning,0
4502,User7223,59,Female,Tablet,Bottom,Education,Morning,0
4500,User7218,34,Female,Mobile,Bottom,Social Media,Morning,0
4499,User7214,60,Non-Binary,Mobile,Top,Education,Night,0
4497,User7211,48,Non-Binary,Tablet,Top,Education,Evening,0
4495,User7210,37,Non-Binary,Mobile,Side,News,Evening,0
4494,User7209,25,Non-Binary,Desktop,Bottom,Education,Morning,0
4493,User7201,25,Male,Tablet,Side,Education,Night,0
4489,User7198,25,Male,Tablet,Bottom,Education,Night,0
4488,User7196,31,Male,Mobile,Top,Education,Evening,0
4484,User7195,48,Male,Desktop,Bottom,Education,Afternoon,0
4483,User7169,48,Non-Binary,Desktop,Top,News,Afternoon,1
4483,User7172,48,Non-Binary,Desktop,Top,News,Evening,1
4483,User7174,48,Non-Binary,Desktop,Top,News,Evening,1
4483,User718,48,Non-Binary,Desktop,Top,News,Evening,1
4483,User7185,48,Non-Binary,Desktop,Top,News,Evening,1
4483,User7189,48,Non-Binary,Desktop,Top,News,Evening,1
4483,User719,48,Non-Binary,Desktop,Top,News,Evening,1
4481,User7168,48,Non-Binary,Tablet,Side,News,Morning,0
4477,User7162,18,Female,Mobile,Top,Entertainment,Morning,0
4474,User7159,18,Female,Tablet,Top,Entertainment,Afternoon,0
4473,User7157,49,Female,Tablet,Bottom,Entertainment,Morning,0
4465,User7156,36,Male,Mobile,Side,Entertainment,Evening,0
4462,User7151,52,Male,Tablet,Bottom,Entertainment,Afternoon,1
4462,User7152,52,Male,Tablet,Bottom,Entertainment,Afternoon,1
4462,User7154,52,Male,Tablet,Bottom,Entertainment,Afternoon,1
4462,User7155,52,Male,Tablet,Bottom,Entertainment,Afternoon,1
4461,User7149,64,Female,Tablet,Bottom,Education,Morning,0
4459,User7147,64,Non-Binary,Desktop,Top,Education,Afternoon,0
4457,User7145,64,Non-Binary,Desktop,Top,News,Night,0
4456,User7144,64,Non-Binary,Mobile,Top,News,Night,0
4450,User714,45,Female,Mobile,Top,News,Evening,0
4442,User7138,57,Female,Desktop,Side,Social Media,Evening,0
4437,User7132,57,Female,Desktop,Side,Entertainment,Afternoon,0
4429,User7100,57,Female,Desktop,Top,Entertainment,Morning,1
4429,User7103,34,Female,Mobile,Top,Entertainment,Morning,1
4429,User711,34,Female,Mobile,Top,Entertainment,Morning,1
4429,User7110,34,Female,Mobile,Top,Entertainment,Morning,1
4429,User7111,34,Female,Mobile,Top,Entertainment,Morning,1
4429,User712,34,Female,Mobile,Top,Entertainment,Morning,1
4429,User7120,34,Female,Mobile,Top,Entertainment,Morning,1
4429,User7122,34,Female,Mobile,Top,Entertainment,Morning,1
4427,User7099,19,Female,Mobile,Top,Entertainment,Afternoon,0
4424,User7097,19,Female,Mobile,Side,Entertainment,Afternoon,0
4422,User7092,28,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,0
4419,User7086,59,Non-Binary,Desktop,Top,Entertainment,Afternoon,0
4416,User7085,24,Non-Binary,Mobile,Top,Entertainment,Morning,0
4415,User7080,24,Non-Binary,Mobile,Top,News,Night,0
4412,User7076,24,Male,Mobile,Side,Entertainment,Night,0
4411,User707,49,Female,Desktop,Side,Entertainment,Morning,0
4404,User7066,21,Female,Desktop,Side,Social Media,Morning,0
4401,User7065,24,Non-Binary,Desktop,Top,News,Afternoon,0
4400,User7064,24,Non-Binary,Mobile,Top,Social Media,Night,0
4397,User7063,62,Female,Mobile,Top,Social Media,Afternoon,0
4392,User706,62,Female,Tablet,Top,Social Media,Afternoon,0
4391,User7057,39,Non-Binary,Mobile,Top,News,Night,0
4390,User7055,64,Female,Tablet,Bottom,News,Evening,0
4389,User7047,64,Male,Tablet,Side,Education,Morning,0
4385,User7045,64,Non-Binary,Desktop,Side,Education,Evening,0
4382,User7043,40,Non-Binary,Mobile,Side,Education,Morning,0
4379,User7040,39,Non-Binary,Mobile,Top,Education,Evening,0
4370,User7039,39,Male,Tablet,Top,Education,Evening,0
4366,User7038,43,Male,Desktop,Side,Education,Night,0
4364,User7036,62,Male,Mobile,Top,Education,Morning,0
4363,User7031,18,Female,Mobile,Bottom,Entertainment,Night,0
4362,User703,64,Female,Desktop,Side,Shopping,Night,0
4361,User7003,29,Male,Tablet,Side,Shopping,Afternoon,1
4361,User7006,29,Male,Tablet,Side,Education,Afternoon,1
4361,User7007,29,Male,Tablet,Side,Education,Afternoon,1
4361,User7013,29,Male,Tablet,Side,Education,Afternoon,1
4361,User7014,29,Male,Tablet,Side,Education,Afternoon,1
4361,User7016,29,Male,Tablet,Side,Education,Afternoon,1
4361,User7019,29,Male,Tablet,Side,Education,Afternoon,1
4361,User702,29,Male,Tablet,Side,Education,Afternoon,1
4361,User7020,29,Male,Tablet,Side,Education,Afternoon,1
4361,User7022,29,Male,Tablet,Side,Education,Afternoon,1
4361,User7028,29,Male,Tablet,Side,Education,Afternoon,1
4360,User7002,26,Non-Binary,Tablet,Top,Education,Evening,0
4359,User7000,36,Non-Binary,Desktop,Side,Social Media,Evening,0
4350,User70,40,Non-Binary,Mobile,Side,Social Media,Evening,0
4348,User6984,62,Female,Mobile,Top,Shopping,Afternoon,1
4348,User6986,62,Female,Desktop,Top,Shopping,Afternoon,1
4348,User6988,62,Female,Desktop,Top,Shopping,Afternoon,1
4348,User6989,62,Female,Desktop,Top,Shopping,Afternoon,1
4348,User699,62,Female,Desktop,Top,Shopping,Afternoon,1
4348,User6990,62,Female,Desktop,Top,Shopping,Afternoon,1
4348,User6991,62,Female,Desktop,Top,Shopping,Afternoon,1
4348,User6992,62,Female,Desktop,Top,Shopping,Afternoon,1
4348,User6996,62,Female,Desktop,Top,Shopping,Afternoon,1
4348,User7,62,Female,Desktop,Top,Shopping,Afternoon,1
4347,User6981,53,Female,Mobile,Top,Social Media,Evening,0
4345,User6980,53,Female,Desktop,Bottom,Education,Afternoon,0
4338,User6979,53,Female,Desktop,Side,Entertainment,Morning,0
4336,User6974,38,Female,Desktop,Top,Education,Night,0
4334,User6967,39,Female,Desktop,Top,Social Media,Evening,0
4333,User6966,39,Female,Desktop,Top,Social Media,Morning,0
4330,User6965,39,Female,Tablet,Side,News,Evening,0
4325,User6959,39,Male,Tablet,Side,Shopping,Morning,0
4322,User6958,39,Non-Binary,Mobile,Side,Shopping,Morning,0
4321,User6957,55,Male,Desktop,Bottom,Shopping,Afternoon,0
4316,User6951,55,Male,Tablet,Bottom,Shopping,Night,0
4314,User6950,39,Male,Tablet,Bottom,Social Media,Morning,0
4313,User6949,39,Female,Mobile,Side,Social Media,Morning,0
4312,User6946,39,Female,Mobile,Side,Entertainment,Afternoon,0
4308,User6943,39,Male,Mobile,Side,News,Morning,0
4306,User6942,39,Male,Tablet,Side,Shopping,Evening,0
4305,User6937,39,Male,Tablet,Side,Shopping,Evening,0
4302,User6935,39,Male,Mobile,Side,Shopping,Evening,0
4297,User6929,39,Male,Desktop,Bottom,Shopping,Evening,0
4290,User6928,39,Male,Tablet,Side,Shopping,Afternoon,0
4288,User6925,62,Non-Binary,Tablet,Top,Shopping,Night,0
4286,User6924,62,Non-Binary,Desktop,Top,Shopping,Morning,0
4284,User6922,40,Non-Binary,Tablet,Side,Shopping,Afternoon,0
4281,User692,55,Non-Binary,Tablet,Side,Education,Afternoon,0
4279,User6917,55,Non-Binary,Mobile,Bottom,Entertainment,Night,0
4278,User6916,55,Non-Binary,Tablet,Side,Education,Night,0
4275,User6913,55,Non-Binary,Tablet,Side,News,Night,0
4274,User6910,32,Female,Desktop,Top,News,Morning,0
4273,User691,32,Non-Binary,Tablet,Bottom,Entertainment,Evening,0
4272,User6907,32,Female,Desktop,Top,Entertainment,Afternoon,0
4270,User6906,33,Female,Tablet,Top,Education,Afternoon,0
4268,User6898,33,Female,Mobile,Bottom,Shopping,Night,0
4267,User6895,24,Female,Mobile,Top,Shopping,Night,0
4266,User6875,28,Female,Desktop,Side,Shopping,Morning,1
4266,User6879,28,Female,Desktop,Side,News,Morning,1
4266,User6880,28,Female,Desktop,Side,News,Morning,1
4266,User6883,28,Female,Desktop,Side,News,Morning,1
4266,User6884,28,Female,Desktop,Side,News,Morning,1
4266,User6885,28,Female,Desktop,Side,News,Morning,1
4266,User6886,28,Female,Desktop,Side,News,Morning,1
4266,User6887,28,Female,Desktop,Side,News,Morning,1
4266,User6889,28,Female,Desktop,Side,News,Morning,1
4266,User6891,28,Female,Desktop,Side,News,Morning,1
4266,User6893,28,Female,Desktop,Side,News,Morning,1
4263,User6874,40,Female,Desktop,Side,News,Morning,0
4260,User6872,21,Female,Desktop,Side,Shopping,Evening,0
4258,User6871,21,Female,Desktop,Bottom,News,Afternoon,0
4255,User6870,21,Female,Desktop,Bottom,News,Afternoon,0
4254,User6864,19,Male,Desktop,Bottom,News,Afternoon,1
4254,User6865,19,Male,Desktop,Bottom,News,Afternoon,1
4254,User6866,19,Male,Desktop,Bottom,News,Afternoon,1
4254,User6867,19,Male,Desktop,Bottom,News,Afternoon,1
4254,User6869,19,Male,Desktop,Bottom,News,Afternoon,1
4250,User6863,19,Female,Tablet,Top,News,Evening,0
4244,User6861,19,Female,Tablet,Side,Education,Evening,0
4236,User6855,51,Female,Desktop,Bottom,Education,Night,0
4235,User6854,59,Female,Tablet,Side,Education,Morning,0
4233,User6852,44,Female,Tablet,Top,Education,Morning,0
4232,User6849,44,Female,Tablet,Side,Education,Evening,0
4230,User6835,35,Female,Tablet,Side,Education,Evening,1
4230,User6836,35,Female,Tablet,Top,Education,Evening,1
4230,User6838,35,Female,Tablet,Top,Education,Evening,1
4230,User684,35,Female,Tablet,Top,Education,Evening,1
4230,User6842,35,Female,Tablet,Top,Education,Evening,1
4229,User6829,23,Male,Mobile,Side,Education,Afternoon,0
4228,User6812,23,Male,Desktop,Side,Education,Morning,1
4228,User6814,23,Male,Desktop,Side,Education,Morning,1
4228,User682,23,Male,Desktop,Side,Education,Morning,1
4228,User6822,23,Male,Desktop,Side,Education,Morning,1
4228,User6826,23,Male,Desktop,Side,Education,Morning,1
4227,User6811,48,Male,Desktop,Top,Education,Morning,0
4222,User680,59,Male,Desktop,Side,Education,Night,0
4215,User68,46,Non-Binary,Desktop,Top,Education,Morning,0
4212,User6796,46,Non-Binary,Desktop,Top,News,Morning,0
4211,User6794,46,Male,Mobile,Top,Shopping,Morning,0
4209,User6790,29,Female,Tablet,Bottom,Shopping,Morning,0
4200,User6788,54,Non-Binary,Mobile,Bottom,News,Evening,0
4198,User6781,21,Male,Desktop,Bottom,News,Morning,0
4193,User6776,23,Male,Mobile,Bottom,News,Night,0
4191,User6775,23,Male,Mobile,Bottom,News,Night,0
4185,User6771,23,Non-Binary,Tablet,Side,News,Afternoon,0
4181,User6768,59,Female,Tablet,Bottom,Entertainment,Morning,0
4179,User6765,61,Male,Mobile,Side,Entertainment,Evening,0
4178,User6764,41,Male,Mobile,Top,Entertainment,Morning,0
4176,User6762,41,Male,Desktop,Bottom,Entertainment,Afternoon,0
4171,User676,25,Male,Desktop,Side,Entertainment,Afternoon,0
4170,User6758,26,Male,Mobile,Bottom,Entertainment,Afternoon,0
4169,User6756,26,Male,Tablet,Bottom,Education,Night,0
4168,User6751,26,Male,Tablet,Bottom,Education,Morning,0
4166,User6750,33,Male,Tablet,Top,News,Night,0
4165,User675,53,Male,Mobile,Top,Education,Night,0
4154,User6746,43,Female,Tablet,Top,Education,Morning,0
4152,User6745,33,Female,Tablet,Side,News,Morning,0
4151,User6743,33,Female,Desktop,Side,News,Evening,0
4144,User6740,33,Male,Tablet,Bottom,News,Morning,0
4141,User674,61,Male,Tablet,Top,Social Media,Night,0
4140,User6737,61,Male,Mobile,Top,Social Media,Night,0
4137,User6733,61,Male,Mobile,Top,Social Media,Morning,0
4136,User6730,47,Male,Mobile,Bottom,Social Media,Morning,0
4133,User6727,47,Male,Desktop,Bottom,Social Media,Morning,0
4123,User6725,47,Non-Binary,Desktop,Bottom,Social Media,Morning,0
4122,User6724,47,Female,Mobile,Bottom,Social Media,Morning,0
4120,User6723,47,Male,Tablet,Side,Shopping,Morning,0
4119,User6707,30,Non-Binary,Desktop,Top,Shopping,Night,0
4114,User6705,38,Non-Binary,Desktop,Top,Entertainment,Morning,0
4113,User6701,38,Non-Binary,Tablet,Side,News,Night,0
4109,User6700,38,Non-Binary,Desktop,Side,News,Evening,0
4108,User6691,36,Non-Binary,Tablet,Top,News,Morning,1
4108,User6692,36,Non-Binary,Tablet,Top,News,Morning,1
4108,User6693,36,Non-Binary,Tablet,Top,News,Morning,1
4108,User6695,36,Non-Binary,Tablet,Top,News,Morning,1
4108,User670,36,Non-Binary,Tablet,Top,News,Morning,1
4106,User6690,36,Non-Binary,Tablet,Top,Entertainment,Evening,0
4103,User669,21,Non-Binary,Desktop,Bottom,News,Night,0
4102,User6683,54,Non-Binary,Desktop,Top,News,Night,0
4099,User6679,54,Non-Binary,Tablet,Side,News,Night,0
4098,User6676,54,Female,Desktop,Side,Entertainment,Morning,0
4096,User6674,54,Male,Desktop,Bottom,News,Evening,0
4092,User6669,47,Male,Mobile,Top,Shopping,Night,0
4091,User6667,47,Male,Tablet,Top,News,Afternoon,0
4089,User6662,47,Non-Binary,Tablet,Top,News,Afternoon,0
4087,User6661,47,Non-Binary,Desktop,Top,Social Media,Evening,0
4086,User6653,47,Female,Desktop,Top,Entertainment,Morning,1
4086,User6654,47,Female,Desktop,Top,Entertainment,Morning,1
4086,User6657,47,Female,Desktop,Top,Entertainment,Morning,1
4086,User6658,47,Female,Desktop,Top,Entertainment,Morning,1
4086,User6660,47,Female,Desktop,Top,Entertainment,Morning,1
4076,User6651,47,Female,Desktop,Top,Entertainment,Morning,0
4074,User665,37,Male,Mobile,Side,News,Morning,0
4073,User6644,37,Male,Desktop,Top,Entertainment,Evening,1
4069,User6637,39,Non-Binary,Desktop,Side,Shopping,Evening,0
4063,User6636,39,Non-Binary,Tablet,Side,Shopping,Morning,0
4061,User6634,44,Female,Tablet,Side,Shopping,Night,0
4059,User6631,27,Non-Binary,Desktop,Bottom,Shopping,Morning,0
4058,User6621,33,Non-Binary,Tablet,Bottom,News,Morning,1
4058,User6622,33,Non-Binary,Tablet,Bottom,News,Evening,1
4058,User6627,33,Non-Binary,Tablet,Bottom,News,Evening,1
4058,User6629,33,Non-Binary,Tablet,Bottom,News,Evening,1
4058,User6630,33,Non-Binary,Tablet,Bottom,News,Evening,1
4057,User6616,33,Non-Binary,Desktop,Side,Education,Evening,1
4057,User6619,33,Non-Binary,Desktop,Side,Education,Evening,1
4057,User662,33,Non-Binary,Desktop,Side,Education,Evening,1
4057,User6620,33,Non-Binary,Desktop,Side,Education,Evening,1
4055,User6611,30,Non-Binary,Tablet,Bottom,Education,Morning,0
4053,User6610,30,Female,Desktop,Side,Education,Evening,0
4049,User6603,57,Female,Desktop,Top,Education,Evening,1
4049,User6609,57,Female,Desktop,Top,Education,Night,1
4049,User661,57,Female,Desktop,Top,Education,Night,1
4048,User6602,57,Female,Tablet,Side,Education,Evening,0
4047,User660,57,Male,Tablet,Top,Entertainment,Afternoon,0
4046,User6599,36,Female,Tablet,Bottom,News,Afternoon,0
4044,User6597,41,Female,Mobile,Top,Social Media,Afternoon,0
4043,User6596,41,Female,Mobile,Top,Entertainment,Evening,0
4042,User6593,47,Female,Mobile,Bottom,News,Night,0
4037,User6590,47,Female,Desktop,Bottom,News,Night,0
4035,User659,22,Female,Tablet,Top,Education,Morning,0
4034,User6577,43,Female,Desktop,Top,Education,Night,1
4034,User6581,43,Female,Desktop,Top,Shopping,Night,1
4034,User6582,43,Female,Desktop,Top,Shopping,Night,1
4034,User6583,43,Female,Desktop,Top,Shopping,Night,1
4034,User6586,43,Female,Desktop,Top,Shopping,Night,1
4034,User6588,43,Female,Desktop,Top,Shopping,Night,1
4034,User6589,43,Female,Desktop,Top,Shopping,Night,1
4029,User6556,21,Female,Desktop,Side,Shopping,Afternoon,1
4029,User6560,21,Female,Desktop,Side,News,Afternoon,1
4029,User6561,21,Female,Desktop,Side,News,Afternoon,1
4029,User6572,21,Female,Desktop,Side,News,Afternoon,1
4029,User6573,21,Female,Desktop,Side,News,Afternoon,1
4025,User6553,41,Female,Mobile,Side,Social Media,Morning,0
4024,User6548,41,Female,Mobile,Top,Social Media,Night,0
4022,User6545,41,Non-Binary,Mobile,Top,Social Media,Morning,0
4021,User6540,38,Non-Binary,Mobile,Side,Social Media,Morning,1
4021,User6541,38,Non-Binary,Mobile,Side,Social Media,Morning,1
4021,User6543,38,Non-Binary,Mobile,Side,Social Media,Morning,1
4021,User6544,38,Non-Binary,Mobile,Side,Social Media,Morning,1
4019,User654,38,Male,Tablet,Top,Shopping,Evening,0
4017,User6536,38,Female,Desktop,Bottom,Shopping,Morning,0
4016,User6530,32,Female,Desktop,Side,Shopping,Evening,0
4015,User6511,32,Male,Desktop,Side,Shopping,Evening,1
4015,User6519,44,Male,Tablet,Side,Shopping,Evening,1
4015,User6520,44,Male,Tablet,Side,Shopping,Evening,1
4015,User6523,44,Male,Tablet,Side,Shopping,Evening,1
4015,User6527,44,Male,Tablet,Side,Shopping,Evening,1
4015,User6528,44,Male,Tablet,Side,Shopping,Evening,1
